date,semester,rank,team,acronym,total_points,previous_points,diff_points
2009,2,60,Bahrain,BHR,524.0,524.0,0.0
2009,2,148,Bangladesh,BAN,122.0,83.0,39.0
2009,2,128,Barbados,BRB,181.0,238.0,-57.0
2009,2,80,Belarus,BLR,406.0,426.0,-20.0
2009,2,66,Belgium,BEL,491.0,504.0,-13.0
2009,2,172,Belize,BLZ,57.0,57.0,0.0
2009,2,59,Benin,BEN,532.0,534.0,-2.0
2009,2,141,Bermuda,BER,138.0,133.0,5.0
2009,2,195,Bhutan,BHU,17.0,17.0,0.0
2009,2,56,Bolivia,BOL,573.0,573.0,0.0
2009,2,51,Bosnia-Herzegovina,BIH,642.0,643.0,-1.0
2009,2,117,Botswana,BOT,219.0,219.0,0.0
2009,2,2,Brazil,BRA,1568.0,1592.0,-24.0
2009,2,190,British Virgin Islands,VGB,25.0,25.0,0.0
2009,2,190,Brunei Darussalam,BRU,25.0,25.0,0.0
2009,2,30,Bulgaria,BUL,801.0,827.0,-26.0
2009,2,49,Burkina Faso,BFA,650.0,650.0,0.0
2009,2,125,Burundi,BDI,195.0,214.0,-19.0
2009,2,174,Cambodia,CAM,56.0,59.0,-3.0
2009,2,11,Cameroon,CMR,1035.0,1035.0,0.0
2009,2,56,Canada,CAN,573.0,573.0,0.0
2009,2,97,Cape Verde Islands,CPV,331.0,316.0,15.0
2009,2,182,Cayman Islands,CAY,36.0,36.0,0.0
2009,2,199,Central African Republic,CTA,4.0,4.0,0.0
2009,2,144,Chad,CHA,130.0,130.0,0.0
2009,2,15,Chile,CHI,936.0,926.0,10.0
2009,2,93,China,CHN,340.0,328.0,12.0
2009,2,161,Chinese Taipei,TPE,93.0,93.0,0.0
2009,2,39,Colombia,COL,736.0,736.0,0.0
2009,2,175,Comoros,COM,46.0,46.0,0.0
2009,2,101,Congo,CGO,320.0,320.0,0.0
2009,2,107,Congo DR,COD,271.0,261.0,10.0
2009,2,183,Cook Islands,COK,34.0,34.0,0.0
2009,2,44,Costa Rica,CRC,701.0,694.0,7.0
2009,2,10,Croatia,CRO,1042.0,1050.0,-8.0
2009,2,118,Cuba,CUB,218.0,331.0,-113.0
2009,2,68,Cyprus,CYP,471.0,472.0,-1.0
2009,2,25,Czech Republic,CZE,828.0,843.0,-15.0
2009,2,16,Côte d'Ivoire,CIV,934.0,927.0,7.0
2009,2,28,Denmark,DEN,820.0,835.0,-15.0
2009,2,188,Djibouti,DJI,27.0,34.0,-7.0
2009,2,196,Dominica,DMA,12.0,12.0,0.0
2009,2,189,Dominican Republic,DOM,26.0,41.0,-15.0
2009,2,37,Ecuador,ECU,738.0,750.0,-12.0
2009,2,24,Egypt,EGY,832.0,820.0,12.0
2009,2,78,El Salvador,SLV,413.0,407.0,6.0
2009,2,9,England,ENG,1076.0,1063.0,13.0
2009,2,134,Equatorial Guinea,EQG,152.0,163.0,-11.0
2009,2,162,Eritrea,ERI,92.0,115.0,-23.0
2009,2,102,Estonia,EST,308.0,303.0,5.0
2009,2,121,Ethiopia,ETH,204.0,182.0,22.0
2009,2,65,FYR Macedonia,MKD,495.0,491.0,4.0
2009,2,116,Faroe Islands,FRO,222.0,220.0,2.0
2009,2,131,Fiji,FIJ,167.0,174.0,-7.0
2009,2,55,Finland,FIN,592.0,605.0,-13.0
2009,2,7,France,FRA,1117.0,1122.0,-5.0
2009,2,48,Gabon,GAB,660.0,660.0,0.0
2009,2,115,Gambia,GAM,223.0,218.0,5.0
2009,2,123,Georgia,GEO,202.0,203.0,-1.0
2009,2,6,Germany,GER,1173.0,1170.0,3.0
2009,2,34,Ghana,GHA,747.0,739.0,8.0
2009,2,13,Greece,GRE,1016.0,1028.0,-12.0
2009,2,137,Grenada,GRN,145.0,298.0,-153.0
2009,2,183,Guam,GUM,34.0,34.0,0.0
2009,2,120,Guatemala,GUA,205.0,203.0,2.0
2009,2,73,Guinea,GUI,458.0,450.0,8.0
2009,2,193,Guinea-Bissau,GNB,19.0,29.0,-10.0
2009,2,126,Guyana,GUY,191.0,232.0,-41.0
2009,2,90,Haiti,HAI,348.0,384.0,-36.0
2009,2,37,Honduras,HON,738.0,738.0,0.0
2009,2,142,Hong Kong,HKG,137.0,137.0,0.0
2009,2,54,Hungary,HUN,613.0,603.0,10.0
2009,2,92,Iceland,ISL,346.0,346.0,0.0
2009,2,133,India,IND,158.0,163.0,-5.0
2009,2,119,Indonesia,IDN,206.0,198.0,8.0
2009,2,64,Iran,IRN,508.0,518.0,-10.0
2009,2,88,Iraq,IRQ,364.0,364.0,0.0
2009,2,35,Ireland,IRL,746.0,746.0,0.0
2009,2,26,Israel,ISR,823.0,837.0,-14.0
2009,2,4,Italy,ITA,1209.0,1215.0,-6.0
2009,2,81,Jamaica,JAM,403.0,451.0,-48.0
2009,2,43,Japan,JPN,709.0,709.0,0.0
2009,2,110,Jordan,JOR,255.0,185.0,70.0
2009,2,124,Kazakhstan,KAZ,200.0,226.0,-26.0
2009,2,98,Kenya,KEN,327.0,292.0,35.0
2009,2,104,Kuwait,KUW,301.0,298.0,3.0
2009,2,158,Kyrgyz Republic,KGZ,103.0,103.0,0.0
2009,2,177,Laos,LAO,44.0,55.0,-11.0
2009,2,45,Latvia,LVA,677.0,670.0,7.0
2009,2,147,Lebanon,LIB,125.0,130.0,-5.0
2009,2,149,Lesotho,LES,120.0,120.0,0.0
2009,2,160,Liberia,LBR,98.0,98.0,0.0
2009,2,114,Libya,LBY,232.0,228.0,4.0
2009,2,153,Liechtenstein,LIE,110.0,110.0,0.0
2009,2,62,Lithuania,LTU,522.0,525.0,-3.0
2009,2,127,Luxembourg,LUX,185.0,185.0,0.0
2009,2,186,Macau,MAC,31.0,31.0,0.0
2009,2,157,Madagascar,MAD,105.0,105.0,0.0
2009,2,99,Malawi,MWI,326.0,337.0,-11.0
2009,2,159,Malaysia,MAS,102.0,110.0,-8.0
2009,2,136,Maldives,MDV,146.0,132.0,14.0
2009,2,47,Mali,MLI,662.0,662.0,0.0
2009,2,145,Malta,MLT,128.0,128.0,0.0
2009,2,168,Mauritania,MTN,70.0,70.0,0.0
2009,2,180,Mauritius,MRI,40.0,40.0,0.0
2009,2,17,Mexico,MEX,931.0,931.0,0.0
2009,2,94,Moldova,MDA,338.0,338.0,0.0
2009,2,170,Mongolia,MNG,61.0,61.0,0.0
2009,2,74,Montenegro,MNE,456.0,456.0,0.0
2009,2,202,Montserrat,MSR,0.0,0.0,0.0
2009,2,67,Morocco,MAR,477.0,476.0,1.0
2009,2,72,Mozambique,MOZ,462.0,462.0,0.0
2009,2,139,Myanmar,MYA,142.0,163.0,-21.0
2009,2,112,Namibia,NAM,246.0,246.0,0.0
2009,2,151,Nepal,NEP,112.0,53.0,59.0
2009,2,3,Netherlands,NED,1288.0,1279.0,9.0
2009,2,167,Netherlands Antilles,ANT,80.0,80.0,0.0
2009,2,146,New Caledonia,NCL,126.0,147.0,-21.0
2009,2,82,New Zealand,NZL,400.0,433.0,-33.0
2009,2,132,Nicaragua,NCA,165.0,165.0,0.0
2009,2,162,Niger,NIG,92.0,86.0,6.0
2009,2,22,Nigeria,NGA,848.0,848.0,0.0
2009,2,86,North Korea,PRK,376.0,399.0,-23.0
2009,2,40,Northern Ireland,NIR,729.0,737.0,-8.0
2009,2,32,Norway,NOR,760.0,780.0,-20.0
2009,2,79,Oman,OMA,410.0,403.0,7.0
2009,2,155,Pakistan,PAK,106.0,88.0,18.0
2009,2,172,Palestine,PLE,57.0,54.0,3.0
2009,2,70,Panama,PAN,469.0,468.0,1.0
2009,2,202,Papua New Guinea,PNG,0.0,0.0,0.0
2009,2,29,Paraguay,PAR,806.0,816.0,-10.0
2009,2,68,Peru,PER,471.0,467.0,4.0
2009,2,166,Philippines,PHI,83.0,83.0,0.0
2009,2,58,Poland,POL,556.0,575.0,-19.0
2009,2,5,Portugal,POR,1176.0,1181.0,-5.0
2009,2,164,Puerto Rico,PUR,87.0,87.0,0.0
2009,2,86,Qatar,QAT,376.0,374.0,2.0
2009,2,36,Romania,ROU,745.0,763.0,-18.0
2009,2,12,Russia,RUS,1026.0,1019.0,7.0
2009,2,102,Rwanda,RWA,308.0,255.0,53.0
2009,2,155,Saint Kitts and Nevis,SKN,106.0,94.0,12.0
2009,2,185,Saint Lucia,LCA,32.0,32.0,0.0
2009,2,181,Samoa,SAM,38.0,38.0,0.0
2009,2,202,San Marino,SMR,0.0,0.0,0.0
2009,2,202,Sao Tome e Principe,STP,0.0,0.0,0.0
2009,2,63,Saudi Arabia,KSA,510.0,501.0,9.0
2009,2,46,Scotland,SCO,665.0,665.0,0.0
2009,2,89,Senegal,SEN,361.0,362.0,-1.0
2009,2,19,Serbia,SRB,916.0,900.0,16.0
2009,2,177,Seychelles,SEY,44.0,44.0,0.0
2009,2,137,Sierra Leone,SLE,145.0,137.0,8.0
2009,2,109,Singapore,SGP,260.0,247.0,13.0
2009,2,33,Slovakia,SVK,752.0,755.0,-3.0
2009,2,31,Slovenia,SVN,767.0,756.0,11.0
2009,2,171,Solomon Islands,SOL,60.0,60.0,0.0
2009,2,169,Somalia,SOM,64.0,82.0,-18.0
2009,2,85,South Africa,RSA,377.0,377.0,0.0
2009,2,52,South Korea,KOR,625.0,625.0,0.0
2009,2,1,Spain,ESP,1627.0,1622.0,5.0
2009,2,150,Sri Lanka,SRI,115.0,108.0,7.0
2009,2,151,St. Vincent / Grenadines,VIN,112.0,136.0,-24.0
2009,2,143,Suriname,SUR,133.0,133.0,0.0
2009,2,134,Swaziland,SWZ,152.0,152.0,0.0
2009,2,42,Sweden,SWE,721.0,727.0,-6.0
2009,2,18,Switzerland,SUI,924.0,924.0,0.0
2009,2,91,Syria,SYR,347.0,348.0,-1.0
2009,2,193,Tahiti,TAH,19.0,19.0,0.0
2009,2,164,Tajikistan,TJK,87.0,87.0,0.0
2009,2,106,Tanzania,TAN,290.0,291.0,-1.0
2009,2,105,Thailand,THA,296.0,289.0,7.0
2009,2,199,Timor-Leste,TLS,4.0,4.0,0.0
2009,2,71,Togo,TOG,467.0,467.0,0.0
2009,2,187,Tonga,TGA,28.0,28.0,0.0
2009,2,82,Trinidad and Tobago,TRI,400.0,421.0,-21.0
2009,2,53,Tunisia,TUN,614.0,613.0,1.0
2009,2,41,Turkey,TUR,728.0,729.0,-1.0
2009,2,140,Turkmenistan,TKM,139.0,139.0,0.0
2009,2,176,Turks and Caicos Islands,TCA,45.0,45.0,0.0
2009,2,198,US Virgin Islands,VIR,8.0,8.0,0.0
2009,2,75,Uganda,UGA,455.0,428.0,27.0
2009,2,22,Ukraine,UKR,848.0,842.0,6.0
2009,2,111,United Arab Emirates,UAE,248.0,247.0,1.0
2009,2,14,United States,USA,980.0,980.0,0.0
2009,2,20,Uruguay,URU,909.0,901.0,8.0
2009,2,76,Uzbekistan,UZB,440.0,437.0,3.0
2009,2,154,Vanuatu,VAN,108.0,101.0,7.0
2009,2,50,Venezuela,VEN,646.0,646.0,0.0
2009,2,122,Vietnam,VIE,203.0,184.0,19.0
2009,2,77,Wales,WAL,420.0,427.0,-7.0
2009,2,129,Yemen,YEM,176.0,177.0,-1.0
2009,2,84,Zambia,ZAM,380.0,358.0,22.0
2009,2,108,Zimbabwe,ZIM,265.0,265.0,0.0
2010,2,194,Afghanistan,AFG,10.0,10.0,0.0
2010,2,65,Albania,ALB,497.0,520.0,-23.0
2010,2,35,Algeria,ALG,687.0,706.0,-19.0
2010,2,202,American Samoa,ASA,0.0,0.0,0.0
2010,2,201,Andorra,AND,2.0,2.0,0.0
2010,2,88,Angola,ANG,378.0,370.0,8.0
2010,2,202,Anguilla,AIA,0.0,0.0,0.0
2010,2,105,Antigua and Barbuda,ATG,299.0,253.0,46.0
2010,2,5,Argentina,ARG,1338.0,1353.0,-15.0
2010,2,60,Armenia,ARM,515.0,517.0,-2.0
2010,2,198,Aruba,ARU,7.0,7.0,0.0
2010,2,26,Australia,AUS,816.0,853.0,-37.0
2010,2,46,Austria,AUT,569.0,572.0,-3.0
2010,2,97,Azerbaijan,AZE,343.0,381.0,-38.0
2010,2,193,Bahamas,BAH,13.0,13.0,0.0
2010,2,92,Bahrain,BHR,351.0,389.0,-38.0
2010,2,158,Bangladesh,BAN,84.0,109.0,-25.0
2010,2,130,Barbados,BRB,187.0,235.0,-48.0
2010,2,38,Belarus,BLR,660.0,648.0,12.0
2010,2,57,Belgium,BEL,526.0,494.0,32.0
2010,2,171,Belize,BLZ,54.0,54.0,0.0
2010,2,71,Benin,BEN,462.0,449.0,13.0
2010,2,174,Bermuda,BER,49.0,63.0,-14.0
2010,2,196,Bhutan,BHU,9.0,9.0,0.0
2010,2,96,Bolivia,BOL,344.0,337.0,7.0
2010,2,44,Bosnia-Herzegovina,BIH,582.0,542.0,40.0
2010,2,53,Botswana,BOT,535.0,470.0,65.0
2010,2,4,Brazil,BRA,1446.0,1493.0,-47.0
2010,2,175,British Virgin Islands,VGB,41.0,41.0,0.0
2010,2,196,Brunei Darussalam,BRU,9.0,9.0,0.0
2010,2,49,Bulgaria,BUL,555.0,597.0,-42.0
2010,2,41,Burkina Faso,BFA,644.0,630.0,14.0
2010,2,127,Burundi,BDI,202.0,171.0,31.0
2010,2,165,Cambodia,CAM,68.0,73.0,-5.0
2010,2,37,Cameroon,CMR,670.0,656.0,14.0
2010,2,84,Canada,CAN,411.0,403.0,8.0
2010,2,75,Cape Verde Islands,CPV,444.0,408.0,36.0
2010,2,156,Cayman Islands,CAY,88.0,88.0,0.0
2010,2,110,Central African Republic,CTA,263.0,263.0,0.0
2010,2,140,Chad,CHA,147.0,126.0,21.0
2010,2,15,Chile,CHI,950.0,929.0,21.0
2010,2,87,China,CHN,389.0,382.0,7.0
2010,2,152,Chinese Taipei,TPE,102.0,102.0,0.0
2010,2,48,Colombia,COL,558.0,575.0,-17.0
2010,2,185,Comoros,COM,24.0,24.0,0.0
2010,2,120,Congo,CGO,239.0,239.0,0.0
2010,2,129,Congo DR,COD,190.0,196.0,-6.0
2010,2,187,Cook Islands,COK,17.0,17.0,0.0
2010,2,69,Costa Rica,CRC,467.0,490.0,-23.0
2010,2,10,Croatia,CRO,1075.0,1098.0,-23.0
2010,2,62,Cuba,CUB,512.0,353.0,159.0
2010,2,90,Cyprus,CYP,367.0,369.0,-2.0
2010,2,30,Czech Republic,CZE,751.0,756.0,-5.0
2010,2,21,Côte d'Ivoire,CIV,846.0,857.0,-11.0
2010,2,28,Denmark,DEN,790.0,812.0,-22.0
2010,2,190,Djibouti,DJI,16.0,20.0,-4.0
2010,2,128,Dominica,DMA,196.0,201.0,-5.0
2010,2,167,Dominican Republic,DOM,66.0,85.0,-19.0
2010,2,53,Ecuador,ECU,535.0,498.0,37.0
2010,2,9,Egypt,EGY,1078.0,1047.0,31.0
2010,2,116,El Salvador,SLV,251.0,247.0,4.0
2010,2,6,England,ENG,1195.0,1250.0,-55.0
2010,2,164,Equatorial Guinea,EQG,72.0,79.0,-7.0
2010,2,176,Eritrea,ERI,40.0,81.0,-41.0
2010,2,82,Estonia,EST,426.0,445.0,-19.0
2010,2,123,Ethiopia,ETH,231.0,178.0,53.0
2010,2,76,FYR Macedonia,MKD,441.0,439.0,2.0
2010,2,135,Faroe Islands,FRO,171.0,178.0,-7.0
2010,2,151,Fiji,FIJ,103.0,144.0,-41.0
2010,2,83,Finland,FIN,419.0,389.0,30.0
2010,2,18,France,FRA,867.0,852.0,15.0
2010,2,39,Gabon,GAB,648.0,673.0,-25.0
2010,2,99,Gambia,GAM,325.0,323.0,2.0
2010,2,73,Georgia,GEO,449.0,422.0,27.0
2010,2,3,Germany,GER,1485.0,1489.0,-4.0
2010,2,16,Ghana,GHA,908.0,903.0,5.0
2010,2,11,Greece,GRE,1016.0,1043.0,-27.0
2010,2,93,Grenada,GRN,349.0,375.0,-26.0
2010,2,187,Guam,GUM,17.0,17.0,0.0
2010,2,117,Guatemala,GUA,247.0,217.0,30.0
2010,2,46,Guinea,GUI,569.0,575.0,-6.0
2010,2,146,Guinea-Bissau,GNB,121.0,125.0,-4.0
2010,2,108,Guyana,GUY,275.0,392.0,-117.0
2010,2,90,Haiti,HAI,367.0,335.0,32.0
2010,2,59,Honduras,HON,516.0,522.0,-6.0
2010,2,145,Hong Kong,HKG,125.0,128.0,-3.0
2010,2,42,Hungary,HUN,632.0,615.0,17.0
2010,2,111,Iceland,ISL,261.0,275.0,-14.0
2010,2,141,India,IND,132.0,145.0,-13.0
2010,2,126,Indonesia,IDN,212.0,172.0,40.0
2010,2,66,Iran,IRN,496.0,480.0,16.0
2010,2,99,Iraq,IRQ,325.0,339.0,-14.0
2010,2,36,Ireland,IRL,681.0,730.0,-49.0
2010,2,50,Israel,ISR,551.0,535.0,16.0
2010,2,14,Italy,ITA,965.0,995.0,-30.0
2010,2,58,Jamaica,JAM,522.0,413.0,109.0
2010,2,29,Japan,JPN,776.0,781.0,-5.0
2010,2,103,Jordan,JOR,305.0,352.0,-47.0
2010,2,137,Kazakhstan,KAZ,155.0,170.0,-15.0
2010,2,119,Kenya,KEN,240.0,251.0,-11.0
2010,2,101,Kuwait,KUW,317.0,316.0,1.0
2010,2,173,Kyrgyz Republic,KGZ,50.0,50.0,0.0
2010,2,168,Laos,LAO,64.0,70.0,-6.0
2010,2,78,Latvia,LVA,440.0,446.0,-6.0
2010,2,153,Lebanon,LIB,92.0,94.0,-2.0
2010,2,169,Lesotho,LES,62.0,62.0,0.0
2010,2,159,Liberia,LBR,82.0,82.0,0.0
2010,2,72,Libya,LBY,451.0,414.0,37.0
2010,2,147,Liechtenstein,LIE,116.0,91.0,25.0
2010,2,55,Lithuania,LTU,532.0,576.0,-44.0
2010,2,133,Luxembourg,LUX,180.0,175.0,5.0
2010,2,192,Macau,MAC,14.0,12.0,2.0
2010,2,154,Madagascar,MAD,91.0,91.0,0.0
2010,2,86,Malawi,MWI,396.0,423.0,-27.0
2010,2,143,Malaysia,MAS,128.0,112.0,16.0
2010,2,161,Maldives,MDV,81.0,127.0,-46.0
2010,2,67,Mali,MLI,488.0,480.0,8.0
2010,2,163,Malta,MLT,76.0,77.0,-1.0
2010,2,179,Mauritania,MTN,38.0,38.0,0.0
2010,2,190,Mauritius,MRI,16.0,16.0,0.0
2010,2,27,Mexico,MEX,795.0,790.0,5.0
2010,2,84,Moldova,MDA,411.0,405.0,6.0
2010,2,181,Mongolia,MNG,32.0,32.0,0.0
2010,2,25,Montenegro,MNE,824.0,827.0,-3.0
2010,2,202,Montserrat,MSR,0.0,0.0,0.0
2010,2,79,Morocco,MAR,437.0,415.0,22.0
2010,2,95,Mozambique,MOZ,346.0,339.0,7.0
2010,2,148,Myanmar,MYA,109.0,133.0,-24.0
2010,2,138,Namibia,NAM,154.0,154.0,0.0
2010,2,171,Nepal,NEP,54.0,84.0,-30.0
2010,2,2,Netherlands,NED,1723.0,1718.0,5.0
2010,2,150,Netherlands Antilles,ANT,107.0,107.0,0.0
2010,2,155,New Caledonia,NCL,89.0,101.0,-12.0
2010,2,63,New Zealand,NZL,506.0,517.0,-11.0
2010,2,157,Nicaragua,NCA,86.0,86.0,0.0
2010,2,93,Niger,NIG,349.0,324.0,25.0
2010,2,32,Nigeria,NGA,725.0,711.0,14.0
2010,2,107,North Korea,PRK,292.0,299.0,-7.0
2010,2,43,Northern Ireland,NIR,615.0,627.0,-12.0
2010,2,12,Norway,NOR,995.0,1004.0,-9.0
2010,2,98,Oman,OMA,329.0,341.0,-12.0
2010,2,170,Pakistan,PAK,56.0,79.0,-23.0
2010,2,176,Palestine,PLE,40.0,40.0,0.0
2010,2,64,Panama,PAN,501.0,480.0,21.0
2010,2,202,Papua New Guinea,PNG,0.0,0.0,0.0
2010,2,24,Paraguay,PAR,832.0,850.0,-18.0
2010,2,68,Peru,PER,486.0,538.0,-52.0
2010,2,148,Philippines,PHI,109.0,110.0,-1.0
2010,2,73,Poland,POL,449.0,452.0,-3.0
2010,2,8,Portugal,POR,1090.0,1102.0,-12.0
2010,2,132,Puerto Rico,PUR,184.0,184.0,0.0
2010,2,111,Qatar,QAT,261.0,259.0,2.0
2010,2,56,Romania,ROU,531.0,538.0,-7.0
2010,2,13,Russia,RUS,982.0,1003.0,-21.0
2010,2,131,Rwanda,RWA,185.0,215.0,-30.0
2010,2,120,Saint Kitts and Nevis,SKN,239.0,230.0,9.0
2010,2,180,Saint Lucia,LCA,37.0,37.0,0.0
2010,2,184,Samoa,SAM,26.0,26.0,0.0
2010,2,202,San Marino,SMR,0.0,0.0,0.0
2010,2,202,Sao Tome e Principe,STP,0.0,0.0,0.0
2010,2,80,Saudi Arabia,KSA,429.0,462.0,-33.0
2010,2,52,Scotland,SCO,542.0,537.0,5.0
2010,2,70,Senegal,SEN,464.0,443.0,21.0
2010,2,23,Serbia,SRB,837.0,828.0,9.0
2010,2,194,Seychelles,SEY,10.0,10.0,0.0
2010,2,124,Sierra Leone,SLE,224.0,219.0,5.0
2010,2,139,Singapore,SGP,149.0,168.0,-19.0
2010,2,20,Slovakia,SVK,854.0,866.0,-12.0
2010,2,17,Slovenia,SVN,896.0,958.0,-62.0
2010,2,176,Solomon Islands,SOL,40.0,40.0,0.0
2010,2,181,Somalia,SOM,32.0,39.0,-7.0
2010,2,51,South Africa,RSA,550.0,562.0,-12.0
2010,2,40,South Korea,KOR,647.0,653.0,-6.0
2010,2,1,Spain,ESP,1887.0,1920.0,-33.0
2010,2,162,Sri Lanka,SRI,79.0,107.0,-28.0
2010,2,141,St. Vincent / Grenadines,VIN,132.0,157.0,-25.0
2010,2,114,Suriname,SUR,257.0,231.0,26.0
2010,2,159,Swaziland,SWZ,82.0,81.0,1.0
2010,2,33,Sweden,SWE,712.0,703.0,9.0
2010,2,22,Switzerland,SUI,840.0,852.0,-12.0
2010,2,106,Syria,SYR,296.0,282.0,14.0
2010,2,183,Tahiti,TAH,31.0,31.0,0.0
2010,2,144,Tajikistan,TJK,126.0,121.0,5.0
2010,2,115,Tanzania,TAN,256.0,225.0,31.0
2010,2,120,Thailand,THA,239.0,254.0,-15.0
2010,2,200,Timor-Leste,TLS,3.0,3.0,0.0
2010,2,102,Togo,TOG,313.0,299.0,14.0
2010,2,187,Tonga,TGA,17.0,17.0,0.0
2010,2,89,Trinidad and Tobago,TRI,373.0,422.0,-49.0
2010,2,45,Tunisia,TUN,578.0,600.0,-22.0
2010,2,31,Turkey,TUR,741.0,788.0,-47.0
2010,2,134,Turkmenistan,TKM,173.0,173.0,0.0
2010,2,186,Turks and Caicos Islands,TCA,19.0,19.0,0.0
2010,2,199,US Virgin Islands,VIR,5.0,5.0,0.0
2010,2,80,Uganda,UGA,429.0,457.0,-28.0
2010,2,34,Ukraine,UKR,702.0,698.0,4.0
2010,2,104,United Arab Emirates,UAE,301.0,318.0,-17.0
2010,2,18,United States,USA,867.0,847.0,20.0
2010,2,7,Uruguay,URU,1153.0,1174.0,-21.0
2010,2,108,Uzbekistan,UZB,275.0,303.0,-28.0
2010,2,166,Vanuatu,VAN,67.0,64.0,3.0
2010,2,60,Venezuela,VEN,515.0,527.0,-12.0
2010,2,136,Vietnam,VIE,167.0,157.0,10.0
2010,2,111,Wales,WAL,261.0,273.0,-12.0
2010,2,125,Yemen,YEM,213.0,231.0,-18.0
2010,2,76,Zambia,ZAM,441.0,457.0,-16.0
2010,2,118,Zimbabwe,ZIM,246.0,246.0,0.0
2011,2,177,Afghanistan,AFG,85.0,77.0,8.0
2011,2,74,Albania,ALB,450.0,450.0,0.0
2011,2,30,Algeria,ALG,758.0,758.0,0.0
2011,2,186,American Samoa,ASA,61.0,0.0,61.0
2011,2,206,Andorra,AND,0.0,0.0,0.0
2011,2,83,Angola,ANG,412.0,412.0,0.0
2011,2,201,Anguilla,AIA,9.0,9.0,0.0
2011,2,87,Antigua and Barbuda,ATG,404.0,418.0,-14.0
2011,2,10,Argentina,ARG,1067.0,1067.0,0.0
2011,2,46,Armenia,ARM,612.0,612.0,0.0
2011,2,164,Aruba,ARU,120.0,92.0,28.0
2011,2,23,Australia,AUS,851.0,851.0,0.0
2011,2,70,Austria,AUT,459.0,459.0,0.0
2011,2,112,Azerbaijan,AZE,300.0,300.0,0.0
2011,2,154,Bahamas,BAH,141.0,141.0,0.0
2011,2,101,Bahrain,BHR,350.0,340.0,10.0
2011,2,157,Bangladesh,BAN,138.0,181.0,-43.0
2011,2,165,Barbados,BRB,119.0,125.0,-6.0
2011,2,64,Belarus,BLR,501.0,501.0,0.0
2011,2,41,Belgium,BEL,647.0,647.0,0.0
2011,2,141,Belize,BLZ,194.0,194.0,0.0
2011,2,124,Benin,BEN,257.0,257.0,0.0
2011,2,107,Bermuda,BER,310.0,307.0,3.0
2011,2,202,Bhutan,BHU,6.0,6.0,0.0
2011,2,108,Bolivia,BOL,309.0,309.0,0.0
2011,2,20,Bosnia-Herzegovina,BIH,869.0,838.0,31.0
2011,2,95,Botswana,BOT,371.0,371.0,0.0
2011,2,6,Brazil,BRA,1143.0,1143.0,0.0
2011,2,199,British Virgin Islands,VGB,23.0,23.0,0.0
2011,2,202,Brunei Darussalam,BRU,6.0,6.0,0.0
2011,2,84,Bulgaria,BUL,410.0,410.0,0.0
2011,2,62,Burkina Faso,BFA,518.0,518.0,0.0
2011,2,140,Burundi,BDI,203.0,174.0,29.0
2011,2,170,Cambodia,CAM,101.0,103.0,-2.0
2011,2,50,Cameroon,CMR,588.0,602.0,-14.0
2011,2,72,Canada,CAN,455.0,455.0,0.0
2011,2,58,Cape Verde Islands,CPV,549.0,544.0,5.0
2011,2,183,Cayman Islands,CAY,74.0,74.0,0.0
2011,2,129,Central African Republic,CTA,251.0,251.0,0.0
2011,2,143,Chad,CHA,188.0,188.0,0.0
2011,2,13,Chile,CHI,970.0,970.0,0.0
2011,2,71,China,CHN,457.0,455.0,2.0
2011,2,167,Chinese Taipei,TPE,114.0,109.0,5.0
2011,2,36,Colombia,COL,709.0,709.0,0.0
2011,2,187,Comoros,COM,55.0,55.0,0.0
2011,2,133,Congo,CGO,245.0,245.0,0.0
2011,2,125,Congo DR,COD,254.0,254.0,0.0
2011,2,195,Cook Islands,COK,28.0,10.0,18.0
2011,2,65,Costa Rica,CRC,495.0,503.0,-8.0
2011,2,8,Croatia,CRO,1091.0,1091.0,0.0
2011,2,115,Cuba,CUB,290.0,390.0,-100.0
2011,2,151,Curacao,CUW,146.0,154.0,-8.0
2011,2,127,Cyprus,CYP,253.0,253.0,0.0
2011,2,33,Czech Republic,CZE,749.0,749.0,0.0
2011,2,16,Côte d'Ivoire,CIV,912.0,912.0,0.0
2011,2,11,Denmark,DEN,1035.0,1035.0,0.0
2011,2,198,Djibouti,DJI,25.0,5.0,20.0
2011,2,171,Dominica,DMA,100.0,90.0,10.0
2011,2,131,Dominican Republic,DOM,247.0,247.0,0.0
2011,2,42,Ecuador,ECU,634.0,630.0,4.0
2011,2,31,Egypt,EGY,755.0,757.0,-2.0
2011,2,69,El Salvador,SLV,463.0,463.0,0.0
2011,2,5,England,ENG,1173.0,1173.0,0.0
2011,2,150,Equatorial Guinea,EQG,148.0,148.0,0.0
2011,2,190,Eritrea,ERI,45.0,65.0,-20.0
2011,2,57,Estonia,EST,555.0,543.0,12.0
2011,2,135,Ethiopia,ETH,230.0,225.0,5.0
2011,2,103,FYR Macedonia,MKD,333.0,333.0,0.0
2011,2,116,Faroe Islands,FRO,285.0,285.0,0.0
2011,2,161,Fiji,FIJ,133.0,133.0,0.0
2011,2,86,Finland,FIN,405.0,405.0,0.0
2011,2,15,France,FRA,915.0,915.0,0.0
2011,2,77,Gabon,GAB,445.0,445.0,0.0
2011,2,116,Gambia,GAM,285.0,280.0,5.0
2011,2,73,Georgia,GEO,451.0,451.0,0.0
2011,2,3,Germany,GER,1345.0,1345.0,0.0
